Date,800,1400,1800
1,30.24,30.23,30.2
2,30.1,30.05,30.03
3,30.04,30.02,29.94
4,29.61,29.49,29.34
5,29.22,29.29,29.33
6,29.35,29.29,29.22
7,29.11,29.15,29.18
8,29.52,29.62,29.71
9,29.8,29.84,29.87
10,29.91,29.91,29.92
11,30.12,30.15,30.17
12,30.23,30.24,30.22
13,30.29,30.33,30.35
14,30.37,30.38,30.31
15,30.22,30.17,30.12
16,30.04,30.04,30.04
17,30.09,30.11,30.11
18,30.13,30.14,30.11
19,30.09,30.05,29.98
20,29.67,29.68,29.72
21,29.8,29.84,29.79
22,29.49,29.45,29.43
23,29.65,29.8,29.9
24,30.18,30.24,30.28
25,30.29,30.2,30.08
26,29.44,29.35,29.28
27,29.23,29.16,28.97
28,29.02,29.16,29.28
29,29.72,29.86,29.93
30,30.16,30.2,30.21
31,30.24,30.26,30.26
