Date,800,1400,1800
1,29.44,29.57,29.65
2,29.7,29.66,29.65
3,29.64,29.74,29.79
4,30.13,30.26,30.28
5,30.26,30.05,29.83
6,30.12,30.2,30.21
7,30.32,30.39,30.43
8,30.61,30.64,30.63
9,30.61,30.58,30.58
10,30.52,30.46,30.42
11,30.22,30.11,30.06
12,29.98,29.92,29.91
13,29.79,29.75,29.67
14,29.77,29.85,29.86
15,29.85,29.83,29.81
16,29.81,29.83,29.82
17,29.88,29.92,29.95
18,30.05,30.07,30.05
19,30.04,30.06,30.04
20,30.11,30.12,30.11
21,30.16,30.19,30.23
22,30.36,30.37,30.36
23,30.2,30.14,30.11
24,30.02,29.97,29.97
25,29.97,30,30.02
26,30.23,30.28,30.28
27,30.15,30.04,30.02
28,30.04,29.96,29.82
