Date,800,1400,1800
1,29.92,29.92,29.84
2,29.43,29.47,29.56
3,29.73,29.56,29.61
4,29.44,29.32,29.34
5,29.75,29.87,29.91
6,29.79,29.52,29.3
7,29.6,29.7,29.75
8,29.65,29.44,29.4
9,29.53,29.53,29.55
10,29.66,29.58,29.42
11,29.48,29.56,29.61
12,29.8,29.73,29.69
13,29.88,29.75,29.82
14,29.82,29.84,29.84
15,30.2,30.23,30.2
16,30.11,30.19,30.23
17,30.28,30.29,30.29
18,30.39,30.42,30.43
19,30.49,30.51,30.51
20,30.53,30.54,30.49
21,30.28,30.19,30.29
22,30.35,30.32,30.23
23,29.95,29.89,29.82
24,29.63,29.8,29.82
25,29.73,29.75,29.79
26,30.06,30.11,30.11
27,30.05,30.02,29.99
28,29.94,29.98,29.96
29,30.1,30.18,30.21
30,30.3,30.32,30.29
