Date,800,1400,1800
1,30.14,30.16,30.16
2,30.17,30.15,30.12
3,30.07,30.01,29.97
4,29.97,29.96,29.92
5,29.82,29.84,29.86
6,29.91,29.89,29.9
7,30.02,30.15,29.98
8,29.84,29.83,29.83
9,29.82,29.79,29.73
10,29.71,29.84,29.87
11,29.94,29.93,29.9
12,29.92,29.94,29.95
13,29.95,29.95,29.94
14,30.04,30.08,30.11
15,30.21,30.25,30.25
16,30.28,30.26,30.23
17,30.11,30.1,30.09
18,30.01,30,30
19,30,30,29.98
20,29.87,29.79,29.7
21,29.51,29.49,29.48
22,29.62,29.74,29.82
23,30.05,30.09,30.12
24,30.18,30.18,30.16
25,30.08,30.04,30
26,30.12,30.17,30.18
27,30.02,29.97,29.99
28,30.17,30.12,30.1
29,30.07,30.02,29.98
30,29.87,29.79,29.76
