Date,800,1400,1800
1,29.76,29.7,29.72
2,29.83,29.88,29.94
3,30.13,30.09,30.07
4,29.87,29.91,30.02
5,30.04,30.17,30.25
6,30.43,30.45,30.43
7,30.36,30.27,30.23
8,29.99,29.87,29.81
9,29.46,29.32,29.28
10,29.19,29.1,29.05
11,29.26,29.31,29.38
12,29.43,29.3,29.23
13,28.96,29.12,29.22
14,29.42,29.36,29.28
15,29.28,29.34,29.36
16,29.73,29.89,29.94
17,30.02,30.03,30.02
18,30.07,30.15,30.19
19,30.16,30.1,30.09
20,30.17,30.2,30.2
21,30.22,30.25,30.25
22,30.38,30.43,30.44
23,30.4,30.37,30.34
24,30.08,29.88,29.78
25,29.85,29.64,29.33
26,29.44,29.5,29.57
27,29.71,29.61,29.76
28,30.15,30.04,29.89
29,29.5,29.57,29.57
30,29.75,29.79,29.76
31,29.21,29.35,29.45
