Date,800,1400,1800
1,29.1,29.09,29.12
2,28.91,28.97,29
3,29.2,29.29,29.31
4,29.2,29.21,29.26
5,29.38,29.56,29.67
6,29.6,29.39,29.35
7,29.62,29.77,29.84
8,29.61,29.36,29.42
9,29.81,29.83,29.83
10,29.93,29.98,29.98
11,30.06,30.11,30.1
12,30.1,30.12,30.1
13,29.99,29.95,29.89
14,29.76,29.71,29.67
15,29.47,29.43,29.38
16,29.2,29.06,29.1
17,29.38,29.4,29.44
18,29.66,29.71,29.71
19,29.68,29.64,29.6
20,29.55,29.7,29.8
21,30.02,29.91,29.81
22,29.68,29.74,29.86
23,29.81,29.75,29.7
24,29.56,29.57,29.63
25,29.86,29.97,29.99
26,29.82,29.75,29.73
27,29.65,29.68,29.68
28,29.94,30.1,30.13
