Date,800,1400,1800
1,29.56,29.51,29.53
2,29.75,29.76,29.76
3,29.81,29.82,29.82
4,29.74,29.64,29.62
5,29.69,29.74,29.76
6,29.72,29.68,29.69
7,29.68,29.73,29.77
8,29.95,30.01,30
9,29.65,29.47,29.56
10,29.78,29.76,29.78
11,29.93,29.95,29.92
12,29.5,29.32,29.26
13,29.52,29.55,29.58
14,29.8,29.78,29.69
15,29.19,29.23,29.27
16,28.96,29.15,29.3
17,29.27,29.12,29.11
18,29.4,29.44,29.49
19,29.56,29.57,29.57
20,29.63,29.74,29.78
21,29.95,29.98,30
22,29.93,29.84,29.78
23,29.67,29.73,29.79
24,29.98,29.99,29.99
25,30.04,30.03,30.03
26,30.07,30.02,29.97
27,29.76,29.71,29.72
28,29.77,29.83,29.83
29,30.11,30.22,30.26
30,30.23,30.15,30.11
31,30.01,30,30
