Date,800,1400,1800
1,30.01,29.97,29.9
2,29.86,29.84,29.79
3,29.35,29.3,29.29
4,29.42,29.47,29.49
5,29.53,29.48,29.4
6,29.36,29.51,29.62
7,29.9,29.94,29.95
8,29.87,29.85,29.86
9,29.88,29.98,30.05
10,30.27,30.31,30.31
11,30.4,30.42,30.4
12,30.43,30.39,30.39
13,30.42,30.42,30.4
14,30.47,30.51,30.5
15,30.44,30.4,30.38
16,30.49,30.5,30.46
17,30.26,30.11,30.02
18,29.75,29.72,29.78
19,30.12,30.18,30.17
20,30.02,29.98,29.99
21,30.06,30.07,30.01
22,29.96,30.06,30.09
23,30.33,30.34,30.31
24,30.21,30.19,30.16
25,30.23,30.24,30.23
26,30.1,29.93,29.9
27,30.12,30.25,30.33
28,30.39,30.32,30.25
29,29.85,29.85,29.89
30,30.12,30.17,30.22
31,30.32,30.28,30.21
