Date,800,1400,1800
1,29.44,29.45,29.49
2,29.52,29.63,29.71
3,29.88,29.92,29.88
4,29.69,29.63,29.6
5,29.46,29.38,29.35
6,29.33,29.38,29.42
7,29.48,29.55,29.59
8,29.72,29.78,29.78
9,29.64,29.66,29.72
10,29.88,29.94,29.98
11,30.06,30.07,30.07
12,30.04,30.04,30.04
13,30,29.97,29.93
14,29.74,29.54,29.47
15,29.56,29.65,29.69
16,29.75,29.83,29.85
17,30.03,30.09,30.11
18,30.23,30.28,30.28
19,30.34,30.33,30.32
20,30.22,30.17,30.12
21,29.91,29.79,29.72
22,29.82,29.86,29.89
23,29.77,29.77,29.77
24,29.85,29.87,29.79
25,29.56,29.64,29.7
26,29.93,29.83,29.71
27,29.34,29.27,29.19
28,29.17,29.14,29.14
29,29.28,29.44,29.5
30,29.68,29.68,29.66
31,29.71,29.78,29.81
