Date,800,1400,1800
1,30.13,30.12,30.11
2,30.19,30.2,30.21
3,30.29,30.33,30.35
4,30.44,30.48,30.49
5,30.5,30.53,30.52
6,30.53,30.55,30.57
7,30.61,30.62,30.62
8,30.63,30.65,30.63
9,30.66,30.66,30.63
10,30.57,30.55,30.53
11,30.43,30.39,30.32
12,30.32,30.33,30.34
13,30.27,30.26,30.25
14,30.16,30.13,30.06
15,29.79,29.72,29.7
16,29.59,29.59,29.57
17,29.68,29.71,29.73
18,29.61,29.58,29.58
19,29.66,29.66,29.6
20,29.43,29.51,29.69
21,30,30.09,30.05
22,29.89,29.87,29.77
23,29.65,29.52,29.34
24,29.38,29.49,29.6
25,29.68,29.77,29.81
26,29.64,29.44,29.39
27,29.37,29.42,29.43
28,29.51,29.54,29.51
29,29.2,29.17,29.34
30,29.47,29.48,29.64
31,30.2,30.35,30.41
