Date,800,1400,1800
1,30.01,30.08,30.13
2,30.23,30.25,30.3
3,30.34,30.28,30.23
4,29.98,29.86,29.83
5,29.93,29.99,29.98
6,29.86,29.79,29.79
7,29.86,29.93,29.93
8,29.68,29.83,29.94
9,30.31,30.3,30.21
10,29.62,29.51,29.46
11,29.79,29.78,29.71
12,29.34,29.22,29.37
13,29.59,29.64,29.65
14,29.76,29.76,29.76
15,29.67,29.62,29.64
16,29.61,29.55,29.54
17,29.74,29.81,29.88
18,30.05,30.13,30.18
19,30.37,30.4,30.42
20,30.4,30.35,30.31
21,30.18,30.14,30.12
22,30.06,30.02,29.99
23,29.91,29.83,29.77
24,29.39,29.32,29.3
25,29.41,29.43,29.42
26,29.46,29.49,29.48
27,29.5,29.5,29.51
28,29.58,29.66,29.77
29,30.07,30.08,30.03
30,30.01,30.03,30
