Date,800,1400,1800
1,30.29,30.32,30.32
2,30.33,30.35,30.35
3,30.35,30.34,30.31
4,30.25,30.24,30.21
5,30.12,30.13,30.1
6,30.07,30.07,30.06
7,30.13,30.23,30.24
8,30.32,30.33,30.31
9,30.31,30.3,30.26
10,30.22,30.22,30.2
11,30.13,30.1,30.07
12,30.01,29.98,29.93
13,29.83,29.87,29.9
14,30.01,30.06,30.05
15,29.96,29.89,29.84
16,29.78,29.8,29.74
17,29.76,29.82,29.9
18,30.06,30.1,30.07
19,30.02,30,29.96
20,29.91,29.98,30.01
21,30.1,30.11,30.11
22,30.06,30.05,30.03
23,29.99,30,29.97
24,29.9,29.89,29.87
25,29.86,29.85,29.79
26,29.59,29.59,29.63
27,29.66,29.67,29.65
28,29.6,29.6,29.59
29,29.64,29.68,29.7
30,29.73,29.63,29.51
31,29.6,29.72,29.75
