Date,800,1400,1800
1,30.2,30.14,30.14
2,30.35,30.38,30.38
3,30.29,30.17,30.14
4,30.02,30.07,30.11
5,30.17,30.13,30.1
6,30.18,30.15,30.11
7,29.83,29.74,29.71
8,29.88,30.03,30.11
9,30.25,30.29,30.32
10,30.38,30.41,30.42
11,30.54,30.58,30.6
12,30.66,30.66,30.66
13,30.66,30.67,30.67
14,30.59,30.56,30.54
15,30.54,30.53,30.53
16,30.51,30.49,30.48
17,30.52,30.52,30.52
18,30.54,30.53,30.51
19,30.44,30.39,30.37
20,30.33,30.33,30.31
21,30.24,30.22,30.19
22,30.11,30.09,30.09
23,30.07,30.03,30
24,29.76,29.6,29.58
25,29.76,29.84,29.96
26,30.14,30.16,30.15
27,30.03,29.96,29.92
28,29.89,29.98,30.04
29,30.24,30.28,30.27
30,30.19,30.28,30.33
31,30.51,30.52,30.53
