Date,800,1400,1800
1,29.94,29.98,29.98
2,29.98,30.01,30.01
3,30.08,30.11,30.13
4,30.22,30.24,30.28
5,30.24,30.22,30.17
6,30.01,29.94,29.89
7,29.81,29.82,29.78
8,29.84,29.9,29.92
9,29.79,29.71,29.71
10,29.6,29.6,29.59
11,29.74,29.72,29.7
12,29.53,29.44,29.38
13,29.29,29.32,29.35
14,29.51,29.64,29.72
15,29.48,29.22,29.39
16,29.86,29.93,29.94
17,29.97,30.03,30.07
18,30.1,30.04,30.02
19,29.97,29.97,29.97
20,29.99,30.01,30.1
21,30.3,30.36,30.38
22,30.5,30.5,30.51
23,30.47,30.4,30.33
24,30.23,30.19,30.16
25,29.97,29.89,29.8
26,29.69,29.69,29.7
27,29.74,29.78,29.81
28,30,30.12,30.22
29,30.42,30.5,30.53
30,30.55,30.51,30.5
31,30.5,30.49,30.47
