Date,800,1400,1800
1,30.07,30.1,30.12
2,30.09,30.05,29.96
3,29.95,29.96,29.92
4,29.77,29.89,29.91
5,29.91,29.92,29.88
6,29.87,29.95,29.97
7,30.15,30.22,30.22
8,30.13,30.12,30.1
9,29.96,29.97,29.92
10,29.82,29.86,29.9
11,30.03,30.07,30.11
12,30.02,30.09,30.15
13,30.14,30.14,30.14
14,29.97,29.88,29.75
15,29.79,29.87,29.91
16,30.07,30,29.89
17,30,30.04,29.98
18,29.93,29.97,29.97
19,30,30.07,30.08
20,30.2,30.26,30.32
21,30.41,30.46,30.46
22,30.44,30.42,30.38
23,30.19,30.16,30.14
24,30.17,30.26,30.28
25,30.18,30.2,30.17
26,30.14,30.16,30.13
27,30.11,30.12,30.12
28,30.05,30.04,30
29,29.99,30.06,30.07
30,30.12,30.14,30.09
31,30.01,30.02,30.04
