Date,800,1400,1800
1,29.86,29.81,29.88
2,30.06,30.12,30.15
3,30.22,30.19,30.15
4,29.96,29.9,29.86
5,29.66,29.32,29.18
6,29.14,29.11,29.1
7,29.2,29.33,29.45
8,29.7,29.73,29.74
9,29.74,29.76,29.78
10,29.76,29.76,29.76
11,29.7,29.8,29.79
12,29.77,29.77,29.77
13,29.8,29.83,29.83
14,29.81,29.81,29.81
15,29.78,29.76,29.67
16,29.68,29.81,29.89
17,30.04,30.07,30.09
18,30.19,30.25,30.25
19,30.3,30.31,30.29
20,30.31,30.29,30.23
21,30.12,30.05,29.98
22,29.73,29.76,29.73
23,29.67,29.73,29.69
24,29.28,29.07,28.92
25,28.99,29.14,29.24
26,29.41,29.49,29.53
27,29.77,29.82,29.82
28,29.51,29.5,29.51
29,29.7,29.82,29.87
30,29.95,29.89,29.78
