Date,800,1400,1800
1,30.28,30.26,30.23
2,30.18,30.16,30.12
3,30.02,30.12,30.15
4,30.2,30.23,30.24
5,30.3,30.32,30.31
6,30.25,30.22,30.18
7,29.99,29.98,29.99
8,29.94,29.94,29.98
9,29.9,29.85,29.82
10,29.86,29.96,29.99
11,30.12,30.23,30.24
12,30.27,30.24,30.2
13,30.13,30.11,30.11
14,30.11,30.12,30.11
15,30.07,30.06,30.06
16,29.97,29.97,29.97
17,29.94,29.99,30
18,29.91,29.87,29.86
19,29.87,29.91,29.92
20,29.96,29.99,29.91
21,29.75,29.71,29.65
22,29.73,29.84,29.87
23,29.9,29.89,29.86
24,29.83,29.78,29.76
25,29.92,30.03,30.03
26,29.8,29.62,29.51
27,29.84,29.98,30.02
28,29.94,29.9,29.81
29,29.92,30.04,30.08
30,30.16,30.16,30.11
