Date,800,1400,1800
1,29.55,29.42,29.44
2,29.48,29.65,29.65
3,29.65,29.7,29.7
4,29.98,30.06,30.06
5,30.07,30.04,29.99
6,30.13,30.15,30.09
7,29.53,29.7,29.88
8,30.15,30.06,29.93
9,29.69,29.66,29.6
10,29.35,29.3,29.33
11,29.83,29.97,30.04
12,29.93,29.75,29.59
13,29.31,29.37,29.39
14,30.03,30.03,29.94
15,30.06,30.03,29.97
16,30.15,30.19,30.21
17,30.28,30.29,30.29
18,30.41,30.47,30.48
19,30.5,30.48,30.46
20,30.46,30.53,30.53
21,30.52,30.49,30.5
22,30.53,30.52,30.5
23,30.37,30.28,30.25
24,30.15,30.09,30.07
25,29.96,29.94,29.92
26,29.66,29.57,29.57
27,29.91,29.9,29.82
28,29.89,29.91,29.89
29,29.83,29.88,29.88
30,29.78,29.76,29.76
31,29.71,29.83,29.88
