Date,800,1400,1800
1,30.14,30.13,30.13
2,30.09,30.11,30.13
3,30.12,30.11,30.09
4,30.06,30.08,30.06
5,29.99,29.86,29.95
6,30,30.1,30.14
7,30.26,30.3,30.32
8,30.35,30.38,30.39
9,30.4,30.4,30.38
10,30.31,30.28,30.24
11,30.15,30.18,30.16
12,30.08,30,29.96
13,29.82,29.78,29.75
14,29.55,29.38,29.38
15,29.42,29.41,29.42
16,29.38,29.47,29.53
17,29.77,29.86,29.9
18,30,29.96,29.95
19,29.95,29.95,29.95
20,30.06,30.1,30.11
21,30.04,30,29.94
22,29.75,29.72,29.67
23,29.43,29.46,29.46
24,29.58,29.68,29.73
25,29.94,29.98,29.94
26,30.03,30.18,30.18
27,30.21,30.23,30.24
28,30.28,30.3,30.3
29,30.37,30.37,30.38
30,30.33,30.3,30.25
31,30.08,30.01,29.97
