Date,800,1400,1800
1,29.92,29.96,29.97
2,30.09,30.12,30.13
3,30.22,30.25,30.24
4,30.1,30.1,30.06
5,30.14,30.24,30.24
6,30.36,30.36,30.38
7,30.33,30.3,30.26
8,29.93,29.73,29.7
9,29.83,29.99,30.11
10,30.42,30.5,30.5
11,30.59,30.62,30.62
12,30.67,30.69,30.66
13,30.62,30.62,30.62
14,30.66,30.7,30.69
15,30.68,30.64,30.58
16,30.24,30.19,30.19
17,30.33,30.33,30.31
18,30.4,30.37,30.33
19,30.28,30.28,30.28
20,30.11,29.93,29.76
21,29.57,29.57,29.6
22,29.69,29.74,29.74
23,29.75,29.69,29.64
24,29.59,29.63,29.72
25,30.13,30.18,30.13
26,29.95,29.86,29.85
27,29.86,29.91,29.91
28,29.86,29.87,29.87
29,29.68,29.66,29.79
30,29.98,30.04,29.95
31,29.91,29.93,29.79
