Date,800,1400,1800
1,29.67,29.65,29.65
2,29.7,29.73,29.74
3,29.85,29.84,29.81
4,29.79,29.74,29.7
5,29.65,29.63,29.61
6,29.65,29.69,29.7
7,29.82,29.88,29.89
8,29.98,30.01,30.01
9,30,30,30
10,29.84,29.74,29.65
11,29.7,29.83,29.84
12,29.75,29.73,29.7
13,29.74,29.78,29.79
14,29.83,29.87,29.88
15,29.9,29.92,29.92
16,29.92,29.92,29.92
17,29.85,29.82,29.8
18,29.78,29.77,29.77
19,29.91,29.96,29.96
20,29.98,29.95,29.91
21,29.89,29.91,29.91
22,29.82,29.88,29.95
23,30.15,30.19,30.18
24,30.18,30.21,30.2
25,30.08,30.09,30.1
26,30.17,30.22,30.26
27,30.2,30.17,30.17
28,30.3,30.32,30.31
29,30.22,30.13,30.07
30,29.77,29.72,29.74
