Date,800,1400,1800
1,30.43,30.48,30.5
2,30.46,30.44,30.39
3,30.26,30.17,30.15
4,30.11,30.11,30.1
5,30,29.96,29.91
6,29.77,29.7,29.64
7,29.41,29.47,29.53
8,29.6,29.6,29.58
9,29.73,29.82,29.9
10,30.12,30.16,30.16
11,30.02,29.95,29.86
12,29.65,29.66,29.68
13,29.69,29.68,29.7
14,29.88,29.94,30.01
15,30.03,30.01,30
16,29.94,29.95,29.96
17,29.94,29.93,29.92
18,29.94,30,30.04
19,30.15,30.2,30.21
20,30.2,30.18,30.16
21,30.15,30.05,30.01
22,30.06,30.02,29.92
23,29.6,29.58,29.5
24,29.49,29.64,29.78
25,30.19,30.26,30.29
26,30.33,30.36,30.36
27,30.36,30.33,30.26
28,30.08,30.03,30
29,30.15,30.18,30.17
30,30.07,29.99,29.92
